id	clade	short-clade	subclade	country	iso_3166_1_alpha2
A/Kenya/136/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
A/Kenya/137/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/138/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/140/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/149/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
A/Kenya/134/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Madagascar/25/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/495/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/648/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/1249/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/141/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/1225/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/1347/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1	Madagascar	MG
A/Madagascar/105/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/205/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/182/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/1282/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/747/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/51/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/50000/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Madagascar/216/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/South_Africa/PATH-CERI-K062714/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	South Africa	ZA
A/SouthAfrica/R00823/24	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	South Africa	ZA
A/Ghana/2980/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/0864/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Zambia/0390/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1	Zambia	ZM
A/Ghana/3227/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/3278/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/2375/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/3084/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Zambia/0389/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1	Zambia	ZM
A/Ghana/2596/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/3370/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/3106/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-2624/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2594/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2581/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2578/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2577/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/ARI-24-0818/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-3173/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-3147/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-3126/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-3107/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/South_Africa/PATH-CERI-K062589/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.2	South Africa	ZA
A/KENYA/NAK-12827/Human/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
A/KENYA/MSA-09058/Human/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
A/KENYA/MSA-08911/Human/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/KENYA/MSA-08901/Human/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Ghana/FS-24-2437/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2393/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2392/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2390/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Toamasina/03221/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/KENYA/NIRL24-603/Human/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Ghana/1957/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/7651/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Antsirabe/02539/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antsirabe/02542/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Manandona/02584/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02641/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02654/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02680/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toamasina/03060/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02699/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02702/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antsirabe/02735/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02748/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02757/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toamasina/02808/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toamasina/02992/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02860/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toliary/02885/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02915/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/84305/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toamasina/02991/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antsohihy/02971/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toamasina/02989/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antsohihy/02969/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Mahajanga/03016/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toliary/03036/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Sainte_Marie/03342/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02981/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toamasina/03143/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toliary/03152/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toamasina/03219/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Madagascar	MG
A/Antsohihy/03201/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Manandona/03215/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/03253/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toamasina/03297/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/03308/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/03371/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Manandona/03462/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toliary/03345/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/02681/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Toamasina/02944/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Kenya/AFI-MNB-1100/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MNB-1095/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MGT-2007/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MGT-2004/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MGT-2001/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MGT-2000/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MGT-1996/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MGT-1971/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MGT-1968/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MGT-1967/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MGT-1966/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-LAM-1546/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-LAM-1532/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-LAM-1332/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-LAM-1260/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-LAM-1255/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-LAM-1224/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-LAM-1223/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-LAM-1210/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KOM-1960/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KOM-1940/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KOM-1937/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KOM-1935/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KOM-1929/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KOM-1923/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KOM-1910/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KOM-1909/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1822/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1820/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1813/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1812/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1811/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1810/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1809/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1804/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1800/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1799/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1798/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1797/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1787/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1785/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-KDH-1781/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1262/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1259/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1252/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1246/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1237/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1235/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1162/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1160/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1111/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1107/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1058/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1056/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1054/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-ISB-1051/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-EBS-096/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-EBS-078/2023	3C.2a1b.2a.2a	2a	G.1	Kenya	KE
A/Kenya/AFI-EBS-075/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-EBS-058/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-EBS-029/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF251740/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF211801/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF221829/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF231751/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF231748/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF241658/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF221782/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF221781/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF183102/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF211909/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF241777/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF231843/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/KLF184427/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/105/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/107/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/104/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/101/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/108/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/106/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Livingstone/05-NIC-320/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Lusaka/02-NIC-230/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Zambia	ZM
A/South_Africa/R03796/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R00407/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R03608/23	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R03531/23	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	South Africa	ZA
A/South_Africa/R03513/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R03690/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R03715/23	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R05520/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/SouthAfrica/PET28935/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R03512/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R03818/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R03952/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R04061/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R04953/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05001/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05834/23	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R05871/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06064/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06068/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06096/23	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/Ghana/1817/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/7375/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/6365/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/1850/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/6834/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/6828/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/7113/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/South_Africa/8483/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	South Africa	ZA
A/South_Africa/8621/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	South Africa	ZA
A/South_Africa/8051/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	South Africa	ZA
A/Ghana/FS-24-3902/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-3974/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-3895/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ambositra/01969/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antsirabe/01583/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Fianarantsoa/01771/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Itasy/01844/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Madagascar	MG
A/Ghana/FS-24-3891/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-3849/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-3687/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-1184/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-1165/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-0713/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-2723/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/ARI-24-0837/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-0832/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Kenya/107/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
A/Ghana/FS-24-2443/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2440/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2439/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2389/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2385/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2384/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2383/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2382/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2375/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2372/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2371/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2545/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-2279/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.4	Ghana	GH
A/Ghana/FS-24-2271/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/ARI-24-0616/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Antananarivo/03320/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Antananarivo/50000/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/KENYA/NIRL24-417/Human/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
A/Ghana/FS-24-1982/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/FS-24-1905/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Kenya/5889/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Mauritius/P52862/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1	Mauritius	MU
A/Mauritius/P79129/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Mauritius	MU
A/Ghana/7707/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/8126/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/7479/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/2024/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/8192/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Zambia/4443/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Zambia	ZM
A/Ghana/2137/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/8529/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
